image_id,object_id,object,object_type,object_boundboxed,caption_id
10350842,992,a small boat,vehicles/scene,1,3
10350842,989,a body of water,scene,1,2
10350842,990,a canoe,other,1,2
10350842,991,a red life-vest,clothing,1,2
10350842,988,A man,people,1,4
10350842,989,the lake,scene,1,0
10350842,988,A man,people,1,1
11382381,3504,A woman,people,1,0
11382381,3507,a horse,animals,1,4
11382381,3504,A woman,people,1,4
11382381,3504,A female blacksmith,people,1,3
11382381,3508,a horse 's hoof,other,1,2
11382381,3505,a green shirt,clothing,1,2
11382381,3504,A woman,people,1,2
11382381,3505,a green tank top,clothing,1,0
11382381,3506,a horse 's shoe,clothing,1,0
11382381,3504,A woman,people,1,1
11382381,3505,a green tank top,clothing,1,1
11382381,3509,a horseshoe,other,1,1
11382381,3507,a horse,animals,1,1
11382381,3507,a horse,animals,1,3
15688683,16591,A woman,people,1,4
15688683,16597,a classroom,scene,0,1
15688683,16592,a present,other,1,3
15688683,16592,a gift item,other,1,4
15688683,16591,A woman,people,1,3
15688683,16593,other women,people,1,0
15688683,16592,a gift,other,1,2
15688683,16591,A blond woman,people,1,0
15688683,16592,a present,other,1,0
15688683,16591,a surprised look,other,1,0
15688683,0,her,notvisual,0,0
15688683,16596,concerned faces,bodyparts,1,0
15688683,16593,her friends,people,1,2
15688683,16591,A lady,people,1,1
15688683,16593,a group of ladies,people,1,1
15688683,16591,A woman,people,1,2
15688683,16595,presents,other,1,1
16396205,17995,the screen,other,0,3
16396205,17989,a barbecue,other,1,3
16396205,17988,Three men,people,1,4
16396205,17991,thumbs up,other,1,3
16396205,17994,a grill,other,1,4
16396205,17992,sausage,other,1,4
16396205,17988,Three men,people,1,3
16396205,17989,a barbecue,other,1,0
16396205,17996,the outdoors,scene,0,2
16396205,17996,a field,scene,0,0
16396205,17988,Three young men,people,1,0
16396205,17992,their grilled food,other,1,2
16396205,17991,the two handed thumbs up sign,other,1,0
16396205,17992,sausages,other,1,1
16396205,17991,the thumbs up sign,other,1,1
16396205,17988,Three happy young men,people,1,2
16396205,17993,a small barbecue,other,1,1
16396205,17990,each,other,1,0
16396205,17988,Three young men,people,1,1
17314123,19509,A young boy of Latin American origins,scene,1,0
17314123,19519,shorts,clothing,1,0
17314123,19514,a matte,other,1,0
17314123,0,the ground,notvisual,0,0
17314123,19510,a container of tropical fruits,other,1,0
17314123,19509,A child,people,1,1
17314123,19517,the photographer,people,0,1
17314123,0,he,notvisual,0,1
17314123,19510,limes,other,1,1
17314123,19512,a,other,0,2
17314123,19509,little boy,people,1,2
17314123,19510,veg,other,1,2
17314123,19515,fruit,other,1,2
17314123,19509,Young man,people,1,3
17314123,19516,lemon,other,1,3
17314123,19513,a knife,other,1,3
17314123,19510,a red basket,other,1,3
17314123,19509,A young boy,people,1,4
17314123,19510,a vegetable bin,other,1,4
17314123,19510,lemons,other,1,1
17314123,0,he,notvisual,0,2
17396786,19754,A woman,people,1,3
17396786,19762,colorful print weaves,other,1,0
17396786,19758,a house,scene,1,2
17396786,19756,A couple,people,1,2
17396786,19763,outside,scene,0,1
17396786,19757,a colorful shirt,clothing,1,1
17396786,19754,a woman,people,1,1
17396786,19754,A woman,people,1,0
17396786,19754,a woman weave,other,1,4
17396786,19754,the woman,people,1,2
17396786,19761,cloth,other,1,3
17396786,19753,A man,people,1,4
17396786,19755,a red shirt,clothing,1,1
17396786,19753,A man,people,1,1
17396786,19755,a red shirt,clothing,1,0
17396786,19753,a seated man,people,1,0
17396786,19759,a loom,other,1,0
17396786,19764,hand,bodyparts,1,3
19023618,22914,Man,people,1,3
19023618,22916,a green vehicle,vehicles,1,4
19023618,22914,a man,people,1,4
19023618,22913,A city street,scene,1,4
19023618,22915,a green street cleaning machine,other,1,3
19023618,22917,green jacket,clothing,1,3
19023618,22920,the Drake hotel,scene,1,2
19023618,22913,a city sidewalk,scene,1,1
19023618,22915,a green machine,other,1,2
19023618,22914,A man,people,1,2
19023618,22915,a piece of green colored machinery,other,1,1
19023618,22914,A worker,people,1,1
19023618,22916,type vehicle,vehicles,1,0
19023618,22915,a light green street,scene,1,0
19023618,22917,a light green shirt,clothing,1,0
19023618,22914,A man,people,1,0
19023618,22919,a pump,other,1,2
19810652,24528,a busy intersection of a city,scene,0,2
19810652,24534,cars,vehicles,1,4
19810652,24527,people,people,1,4
19810652,24528,A city street,scene,0,4
19810652,24528,a city block,scene,0,3
19810652,24536,woman,people,1,3
19810652,24527,A group of people,people,1,2
19810652,24530,A man,people,1,3
19810652,24529,a man,people,1,1
19810652,24527,A bunch of people,people,1,0
19810652,24529,a handicapped man,people,1,0
19810652,24538,a wheelchair,other,1,1
19810652,24528,a street sidewalk,scene,0,0
19810652,0,that,notvisual,0,0
19810652,24532,a rainy day,scene,0,2
19810652,24535,red car,vehicles,1,0
19810652,0,the background,notvisual,0,0
19810652,24531,a bus,vehicles/scene,1,0
19810652,24533,a street corner,scene,0,1
19810652,24527,People,people,1,1
19810652,24537,an unknown object,other,0,1
20354191,25351,his barbecue,other,1,3
20354191,25348,A man,people,1,3
20354191,0,the background,notvisual,0,2
20354191,25350,a hat,clothing,1,4
20354191,25355,meat outdoors,scene,1,2
20354191,25348,A man,people,1,2
20354191,25353,the picnic area,scene,0,1
20354191,25348,A man,people,1,4
20354191,25352,glasses,clothing,1,1
20354191,25351,barbecue,other,1,4
20354191,25349,a forest,scene,0,2
20354191,25351,barbecue,other,1,1
20354191,25354,his grilled pieces of meat,other,1,0
20354191,25352,his eyeglasses,clothing,1,0
20354191,25350,baseball hat,clothing,1,1
20354191,0,I,notvisual,0,0
20354191,25349,the wilderness,scene,0,0
20354191,0,he,notvisual,0,0
20354191,25348,A man,people,1,1
22779916,38568,a tropical area,scene,0,4
22779916,38570,setup,other,0,4
22779916,38565,A wedding,other,0,4
22779916,38564,a lake,scene,1,3
22779916,38568,a park,scene,0,3
22779916,38567,a wedding,other,0,3
22779916,38565,an outdoor wedding,other,0,2
22779916,38566,a beautiful day,scene,0,2
22779916,38565,an outdoor wedding ceremony,other,0,1
22779916,38562,A crowd,people,1,1
22779916,38564,a pond,scene,1,0
22779916,38563,bleachers,people/scene,1,0
22779916,38562,guest of a wedding,other,1,0
22779916,38562,Guests,people,1,3
22779916,0,Its,notvisual,0,2
23770160,45068,a guitar,instruments,1,3
23770160,45075,his lap,bodyparts,1,1
23770160,45068,a guitar,instruments,1,1
23770160,45067,Guy,people,1,0
23770160,45067,A long dark-haired man,people,1,1
23770160,0,he,notvisual,0,3
23770160,45071,the grass,scene,1,3
23770160,45071,the grass,scene,1,1
23770160,45072,long hair,bodyparts,1,4
23770160,45068,the guitar,instruments,1,4
23770160,45068,acoustic guitar,instruments,1,2
23770160,45071,the grass,scene,1,2
23770160,45069,a striped shirt,clothing,1,2
23770160,45067,A long-haired man,people,1,2
23770160,45073,a blue sky,scene,1,1
23770160,45067,A man,people,1,4
23770160,45071,grass,scene,1,0
23770160,45072,"long brown , curly hair",bodyparts,1,0
23770160,45074,eyeglasses,clothing,1,0
23770160,45067,A man,people,1,3
23770160,45068,guitar,instruments,1,0
23770160,45069,striped shirt,clothing,1,0
23770160,45070,blue jeans,clothing,1,0
24830572,52771,cowboy hats,clothing,1,2
24830572,52768,Four guys,people,1,2
24830572,52772,the middle of a rodeo arena,scene,1,1
24830572,52769,Jack Daniels,other,1,1
24830572,52777,a horse,animals,1,0
24830572,52770,a table,other,1,1
24830572,52768,Four cowboys,people,1,1
24830572,0,them,notvisual,0,0
24830572,52770,a table,other,1,2
24830572,52775,a pasture,scene,0,2
24830572,52776,a rodeo,other,0,3
24830572,52771,cowboy hats,clothing,1,3
24830572,52773,a break,scene,0,3
24830572,52772,the middle of a rodeo,other,1,0
24830572,52768,Four men,people,1,4
24830572,52771,cowboy hats,clothing,1,4
24830572,52770,a table,other,1,4
24830572,52768,Four cowboys,people,1,0
24830572,52770,a table,other,1,0
24830572,52769,a bottle of whiskey,other,1,0
24830572,52768,Men,people,1,3
24830572,52774,a man,people,1,0
27499590,70332,A rock band,people,1,2
27499590,70333,guitar,instruments,1,1
27499590,70332,A man,people,1,0
27499590,70335,a gray t-shirt,clothing,1,0
27499590,70333,guitar,instruments,1,0
27499590,70332,A young musician,people,1,1
27499590,70332,a sweaty guy,people,1,3
27499590,70337,a microphone,other,1,3
27499590,70332,A Man,people,1,4
27499590,70336,a dimly lit bar,scene,0,2
27499590,70333,electric guitar,instruments,1,4
27683428,71656,one,other,1,2
27683428,71655,a helmet,clothing,1,2
27683428,71654,a canoe,other,1,0
27683428,71654,a canoe,other,1,4
27683428,71657,the water,scene,1,3
27683428,71653,a boat,vehicles/scene,1,3
27683428,71651,People,people,1,3
27683428,71654,a canoe,other,1,2
27683428,71651,A few people,people,1,4
27683428,71652,Two men,people,1,2
27683428,71662,oars,other,1,2
27683428,71655,a hat,clothing,1,1
27683428,71661,blue shirt,clothing,1,0
27683428,71655,a hat,clothing,1,0
27683428,71656,the other wears,other,1,0
27683428,71663,one,other,1,0
27683428,71653,a small boat,vehicles/scene,1,1
27683428,71657,the water,scene,1,4
27683428,71657,water,scene,1,0
27683428,71652,Two men,people,1,0
27683428,71658,One man,people,1,1
27683428,71660,a shirt,clothing,1,1
27683428,71659,a man,people,1,1
28318358,75438,Several kids,people,1,1
28318358,75441,a parking lot,scene,0,0
28318358,75440,water,scene,1,0
28318358,75440,the water fountain,scene,1,2
28318358,75438,Children,people,1,0
28318358,75439,a fountain,scene,0,4
28318358,75438,people,people,1,4
28318358,75438,Children,people,1,4
28318358,75439,a large fountain,scene,0,3
28318358,75438,A group of children,people,1,3
28318358,75439,an outdoor water fountain,scene,0,1
28318358,75438,A group of children,people,1,2
29389675,82828,A girl,people,1,4
29389675,82829,pink hair,bodyparts,1,3
29389675,82829,her brown and red-hair,bodyparts,1,4
29389675,0,herself,notvisual,0,3
29389675,82828,A girl,people,1,3
29389675,82829,her multicolored hair,bodyparts,1,2
29389675,82829,her hair,bodyparts,1,1
29389675,82828,Young girl,people,1,2
29389675,82828,A young girl,people,1,1
29389675,0,which,notvisual,0,0
29389675,82829,her dyed hair,bodyparts,1,0
29389675,82831,a room,scene,0,0
29389675,82828,A woman,people,1,0
29389675,82830,a school sweeter,other,1,1
32473949,104136,Guys,people,1,3
32473949,104137,a red car,vehicles,0,2
32473949,104141,a car wash,other,0,2
32473949,104139,blue shirts,clothing,1,3
32473949,104138,four door car,vehicles,1,1
32473949,104140,Labors,other,1,4
32473949,104138,the car,vehicles,1,4
32473949,104139,blue shirts,clothing,1,2
32473949,104137,a car,vehicles,0,3
32473949,104135,5 workers,people,1,0
32473949,104143,five,other,1,1
32473949,104137,a car,vehicles,0,0
32473949,104137,the owner of the car,vehicles,0,0
32473949,104136,Six men,people,1,1
32473949,104138,a red,clothing,1,1
32473949,104139,blue shirts,clothing,1,1
32473949,104135,Group of men,people,1,2
32473949,104144,one,other,1,1
32473949,104145,white,clothing,1,1
32473949,104139,blue T-shirts,clothing,1,0
33497646,111690,A carefully balanced male,people,1,0
33497646,111695,one foot,other,1,0
33497646,111691,a clean ocean beach area,scene,0,0
33497646,111690,A young man,people,1,1
33497646,111694,a beautiful day,scene,0,1
33497646,111691,the beach,scene,0,1
33497646,111692,yoga,other,1,1
33497646,111696,the water,scene,1,4
33497646,111691,the beach,scene,0,4
33497646,111690,A man,people,1,4
33497646,111692,a yoga stance,other,1,3
33497646,111693,swim trunks,clothing,1,3
33497646,111691,the beach,scene,0,3
33497646,111691,the beach,scene,0,2
33497646,111692,a yoga pose,other,1,2
33497646,111693,printed board shorts,clothing,1,2
33497646,111690,A man,people,1,2
33497646,111690,A man,people,1,3
36030175,130818,Two construction workers,people,1,2
36030175,130820,the floor,scene,1,0
36030175,130819,a transportation stop,other,0,0
36030175,130820,the cement,other,1,4
36030175,130818,two guys,people,1,4
36030175,130822,a sidewalk,scene,0,3
36030175,130818,Two men,people,1,3
36030175,130820,concrete surface,scene,1,2
36030175,130819,a mass transit stop,other,0,1
36030175,130818,Construction workers,people,1,1
36030175,130826,jeans,clothing,1,0
36030175,130824,a barren hill,scene,1,0
36030175,130818,Two workmen,people,1,0
36030175,0,the floor of what,notvisual,0,1
36032318,130851,a white Bobcat,vehicles,1,0
36032318,130853,dirt,scene,0,0
36032318,130854,an athletic field,scene,1,0
36032318,130852,A man,people,1,1
36032318,130852,A man,people,1,2
36032318,130851,a piece of machine equipment,other,1,1
36032318,0,the ground,notvisual,0,0
36032318,130852,A man,people,1,0
36032318,130851,a piece of machinery,other,1,3
36032318,130853,some land,scene,0,4
36032318,130851,A Bobcat tractor,other,1,4
36032318,130852,A construction worker,people,1,3
36032318,130851,heavy machinery,other,1,2
36032318,130856,an orange hard hat,clothing,1,2
36079367,131170,A blond man,people,1,0
36079367,131173,a table outside,scene,1,4
36079367,131172,a meal,other,1,4
36079367,131170,A man,people,1,4
36079367,131174,tan shorts,clothing,1,3
36079367,131171,a black shirt,clothing,1,3
36079367,131170,A man,people,1,3
36079367,131173,a round table,other,1,2
36079367,131174,shorts,clothing,1,1
36079367,131171,a black shirt,clothing,1,2
36079367,131172,his meal,other,1,2
36079367,131170,A blond man,people,1,1
36079367,131173,a wooden table,other,1,0
36079367,131175,red wine outdoors,scene,1,0
36079367,131178,ribs,other,1,0
36079367,131171,a black shirt,clothing,1,1
36079367,131171,a black shirt,clothing,1,0
36079367,131173,a table,other,1,1
36079367,131175,a glass of wine,other,1,1
36079367,131170,A man,people,1,2
36079367,131174,tan shorts,clothing,1,0
38541144,145710,a martial arts outfit,clothing,1,2
38541144,145709,a martial arts,other,0,4
38541144,145707,A man,people,1,4
38541144,145711,two judges,people,1,3
38541144,145707,a karate,other,1,3
38541144,145707,A man,people,1,3
38541144,145709,martial arts,other,0,2
38541144,145708,a blue belt,clothing,1,2
38541144,145707,A man,people,1,2
38541144,145709,karate moves,other,0,0
38541144,145708,a blue belt,clothing,1,1
38541144,145710,white uniform,clothing,1,1
38541144,145707,A martial artist,people,1,1
38541144,145711,the judges of the competition,other,1,0
38541144,145714,his waist,bodyparts,1,0
38541144,145708,a blue belt,clothing,1,0
38541144,145710,a white karate outfit,clothing,1,0
38541144,145707,Young male,people,1,0
38541144,145707,a defensive pose,other,1,1
39436957,0,another,notvisual,0,0
39436957,148972,a bed,other,1,0
39436957,148969,Two young men,people,1,0
39436957,0,it,notvisual,0,2
39436957,148975,a tv screen,other,1,0
39436957,148971,video games,other,1,4
39436957,148970,a dorm,other,0,4
39436957,148969,Two guys,people,1,4
39436957,148970,their dorm,other,0,3
39436957,148971,video games,other,1,3
39436957,148978,one,other,1,0
39436957,148976,a video game,other,0,0
39436957,148980,a maroon sweater,clothing,1,1
39436957,148979,the other,other,1,1
39436957,148974,a light blue,clothing,1,1
39436957,148981,shirt,clothing,1,1
39436957,148971,video games,other,1,1
39436957,148969,Two young adult men,people,1,2
39436957,148977,a video game system,other,1,2
39436957,148969,Two guys,people,1,1
39436957,148973,a chair,other,1,0
39436957,148969,Two white guys,people,1,3
42975444,162132,A young woman,people,1,2
42975444,0,the background,notvisual,0,0
42975444,162132,A lady,people,1,1
42975444,162136,a white tank,clothing,1,1
42975444,162137,shorts,clothing,1,1
42975444,162135,cardboard,other,1,0
42975444,162133,a drawer,other,1,0
42975444,162134,a wooden drawer,other,1,1
42975444,162133,wooden shelf,other,1,4
42975444,162132,Woman,people,1,4
42975444,162133,a wooden cabinet,other,1,2
42975444,162133,the floor,scene,1,2
42975444,162132,A woman,people,1,3
42975444,162132,A woman,people,1,0
42975444,162133,a wooden object,other,1,3
44619131,170439,computers,other,1,3
44619131,170438,one woman,people,1,3
44619131,170437,Three men,people,1,3
44619131,170440,an officer,people,0,2
44619131,170439,laptops,other,1,2
44619131,170436,Multiple people,people,1,2
44619131,170439,their computers,other,1,1
44619131,170436,three men,people,1,1
44619131,170436,Four people,people,1,1
44619131,170437,Three men,people,1,4
44619131,170439,computers,other,1,0
44619131,170441,duties,other,0,0
44619131,170436,each,other,1,0
44619131,170445,a lab environment,other,1,0
44619131,170436,Four different users,people,1,0
44619131,170438,one woman,people,1,1
44619131,170443,laptops,other,1,0
44619131,170438,a woman,people,1,4
44619131,170439,laptops,other,1,4
44953144,173097,a horse,animals,1,2
44953144,173095,A man,people,1,1
44953144,173099,a pink and white striped shirt,clothing,1,1
44953144,173100,the reins of a horse,animals,1,1
44953144,173095,A man,people,1,2
44953144,173095,A man,people,1,3
44953144,173096,buggy,vehicles,0,0
44953144,173098,a paved road,scene,1,0
44953144,173097,a horse,animals,1,0
44953144,173095,A young man,people,1,0
44953144,173098,the street,scene,1,2
44953144,173096,a vehicle,vehicles,0,2
